feature_id,road_id,road_part_id,road_name,start_km,finish_km,road_length,geom_length,value_of_the_road,value_of_the_road_gid,geometry_type,geometry,passport_id,road_data_id,full_name,road_number_full,road_number_short,region,city,municipality,owner,category,class_of_road,length_km,start_passport,finish_passport,traffic,traffic_1,capacity,capacity_1,capacity_2,capacity_3,lanes,lanes_1,speed_limit,speed_limit_1,value_of_the_road_passport
4520262,179081,179081,ул Большая,0.0,8.4,8.4,8.424,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9217832.6571, 7367554.954599999, 0], [9218869.3343, 7366546.941299997, 828.0450218099692], [9218917.1074, 7366403.621799998, 914.5582798888032], [9218925.4677, 7366280.605999999, 985.167307062294], [9218868.139899999, 7366119.371600002, 1083.1628999416685], [9218784.536899999, 7365956.943000004, 1187.7777039597552], [9218822.4406, 7365921.686300002, 1217.422184363841], [9218831.234900001, 7365904.404200003, 1228.5266789446089], [9219002.2216, 7365585.178300001, 1435.9076874513617], [9219023.9289, 7365549.839000002, 1459.658153597423], [9219041.406100001, 7365523.043399997, 1477.9784896346132], [9219059.2172, 7365501.296300001, 1494.0760261286025], [9219107.084600002, 7365444.404700004, 1536.6535540921332], [9219360.2251, 7365279.362899996, 1709.7065230804915], [9219609.4694, 7365138.2064, 1873.739957133131], [9219627.3919, 7365129.6633, 1885.1098747864623], [9219646.8728, 7365122.0911, 1897.0789811428087], [9219789.695700001, 7365089.277999997, 1980.9991012860326], [9220074.784899998, 7365021.322300002, 2148.832999040991], [9220193.228799999, 7364990.256999999, 2218.9555329854766], [9220484.6633, 7364927.350199997, 2389.692832812175], [9220507.0385, 7364922.690499999, 2402.7811751050913], [9220526.8534, 7364915.506700002, 2414.8511448653508], [9220546.2229, 7364905.993100002, 2427.2090638397613], [9220758.843199998, 7364788.1417, 2566.4218121962103], [9220790.2353, 7364772.803599998, 2586.4299629912475], [9221673.666700002, 7364415.183700003, 3132.2175361117165], [9221753.928100001, 7364376.743500002, 3183.1798000658696], [9222164.3631, 7364147.464900002, 3452.40763213359], [9222181.506299999, 7364141.252499998, 3462.8496291485667], [9222201.877700001, 7364140.476000004, 3474.524036512504], [9223042.117199998, 7364203.570500001, 3957.052321124663], [9223062.934, 7364202.5999, 3968.9862714754204], [9223080.745099999, 7364199.493699998, 3979.3399665919783], [9223097.1091, 7364193.863700002, 3989.2501278831874], [9223112.805100001, 7364185.515699998, 3999.43086010663], [9223373.181400001, 7364006.717200004, 4180.309463214967], [9223395.6679, 7363992.933799997, 4195.413263226368], [9223411.030000001, 7363984.197800003, 4205.533551979989], [9223426.614799999, 7363980.120999999, 4214.758685115974], [9223446.4296, 7363980.120999999, 4226.105876816924], [9223464.574700002, 7363982.450599998, 4236.582183109831], [9223486.3933, 7363986.915700004, 4249.335832363436], [9223507.4327, 7363995.069200002, 4262.257410718388], [9223526.245700002, 7364008.076200001, 4275.355128623484], [9223539.3814, 7364020.888899997, 4285.8633189120565], [9223632.778499998, 7364143.387999997, 4374.077590881465], [9223652.482, 7364152.706600003, 4386.559323046295], [9223676.4157, 7364152.124200001, 4400.269311368325], [9223696.5645, 7364145.329400003, 4412.4462136231405], [9223914.639400002, 7364058.939199999, 4546.771789227301], [9223940.1316, 7364045.737999998, 4563.211529972185], [9223969.519900002, 7364027.683600001, 4582.963267147813], [9224746.975200001, 7363499.852499999, 5121.096088087893], [9224792.6162, 7363464.328599997, 5154.216817962245], [9224815.548099998, 7363442.975500002, 5172.16069009614], [9224834.361000001, 7363421.622400001, 5188.457742384317], [9224851.281599998, 7363399.687100001, 5204.322291396536], [9224907.720600002, 7363279.723200001, 5280.244239712988], [9224912.396000002, 7363266.329300001, 5288.368298050993], [9224915.735599998, 7363253.711800002, 5295.842677904875], [9224942.229600001, 7363123.074100003, 5372.176971513068], [9224946.348499998, 7363113.174400002, 5378.317274847912], [9224953.806899998, 7363103.080700003, 5385.504371212697], [9224961.265299998, 7363095.122100003, 5391.750515827058], [9224972.842500001, 7363087.357699998, 5399.73330426213], [9225174.219500002, 7363001.367399998, 5525.128109211747], [9225183.6816, 7363000.202799998, 5530.587586795104], [9225191.585299999, 7363003.502599999, 5535.492371341982], [9225196.483399998, 7363011.849299997, 5541.034453469851], [9225247.690299999, 7363198.7777, 5652.025200087624], [9225259.824099999, 7363233.718099996, 5673.20643979298], [9225277.9692, 7363278.558499999, 5700.907597259037], [9225294.667100001, 7363314.081600003, 5723.385677628136], [9225425.9128, 7363533.435400002, 5869.769581939], [9225787.701200001, 7363425.892999999, 6085.911697561384], [9225806.959399998, 7363413.663599998, 6098.975889998549], [9225821.6536, 7363398.522399999, 6111.058598620597], [9225838.128899999, 7363373.287100002, 6128.317089082969], [9225873.7511, 7363247.111900002, 6203.397311178845], [9226113.756000001, 7362929.936099999, 6431.172196527226], [9226118.208700001, 7362917.707400002, 6438.62490130459], [9226120.7691, 7362904.702299997, 6446.2153961070835], [9226120.880399998, 7362889.368000001, 6454.997005053596], [9226117.540800001, 7362875.974699996, 6462.901684672359], [9226078.579, 7362795.615800001, 6514.043918248872], [9226071.4545, 7362787.463500001, 6520.243990782505], [9226063.216899998, 7362782.6109, 6525.719008508726], [9226053.198199999, 7362778.923, 6531.832698535161], [9226015.6835, 7362771.7412, 6553.706087209425], [9225999.3195, 7362768.053199999, 6563.312178981824], [9225984.513999999, 7362762.2302, 6572.42291550522], [9225956.238899998, 7362746.702, 6590.896106440067], [9225949.671, 7362743.4023, 6595.105285632341], [9225942.8805, 7362742.4318, 6599.033464479273], [9225934.8655, 7362743.0141, 6603.635451184077], [9225850.930599999, 7362757.765799999, 6652.438522705338], [9225840.132599998, 7362759.124499999, 6658.670891714464], [9225827.664900001, 7362759.124499999, 6665.810675205861], [9225817.5348, 7362755.0484, 6672.063811235939], [9225810.0764, 7362747.2843, 6678.2291541880895], [9225805.957600001, 7362737.579300001, 6684.266644373588], [9225805.401, 7362727.097800002, 6690.277462914076], [9225806.625500001, 7362714.675300002, 6697.425838803134], [9225855.3834, 7362388.398800001, 6886.346897378547], [9226149.0442, 7362244.577500001, 7073.600712785865], [9226174.8704, 7362233.902599998, 7089.604001043933], [9226201.3644, 7362224.004100002, 7105.800453351894], [9226951.4351, 7361955.584299996, 7562.013430944024], [9226959.0048, 7361949.761799999, 7567.482338178122], [9226961.231199998, 7361945.686099999, 7570.141872034755], [9226962.4558, 7361938.893200003, 7574.094617659931], [9226962.121800002, 7361887.267800003, 7603.659163866803], [9226963.680300001, 7361881.0572, 7607.3260138362075], [9226966.9085, 7361874.652599998, 7611.433252347285], [9226988.504500002, 7361846.122900002, 7631.924095493676]], [[9227045.10052838, 7361900.564163227, 7631.924095493675], [9227055.849485483, 7361910.715956046, 7640.390962938633], [9227067.195606869, 7361910.715956046, 7646.888460486667], [9227115.56591383, 7361900.564163227, 7675.191808348336], [9227177.073835028, 7361883.843563289, 7711.693380648644], [9227227.235634841, 7361867.122963352, 7741.973009997748], [9227286.952063188, 7361846.22221343, 7778.204458589649], [9227330.545055883, 7361831.890270627, 7804.483073716188]], [[9227631.224645026, 7361728.024416999, 7804.483073716188], [9227668.768081628, 7361719.19066721, 7826.569920629547], [9227717.24368016, 7361711.686410753, 7854.660735397966], [9227767.483487632, 7361705.714767917, 7883.633712880596], [9227826.602751696, 7361701.534617933, 7917.573619148878], [9227868.40425154, 7361695.562975098, 7941.754801133798], [9227916.774558501, 7361687.799839413, 7969.809141095467], [9227955.590236928, 7361681.828196577, 7992.298940367949], [9228002.766215323, 7361674.662225176, 8019.624745953297], [9228038.596072331, 7361668.093418057, 8040.485132818703], [9228067.857122222, 7361663.913268072, 8057.411960208434], [9228101.298322096, 7361657.344460955, 8076.928436242634], [9228135.774391085, 7361650.670085738, 8097.038157773341], [9228163.841112409, 7361644.698442902, 8113.4706898919285], [9228191.907833733, 7361640.518292918, 8129.720732054641], [9228219.377390772, 7361638.726800067, 8145.484934029939], [9228249.235604946, 7361635.143814367, 8162.706282232936], [9228291.221003525, 7361629.271789658, 8186.983754833864], [9228307.941603461, 7361631.063282508, 8196.613817582915], [9228319.28772485, 7361634.646268209, 8203.427592400338], [9228343.17429619, 7361633.451939642, 8217.123622611209], [9228362.880717544, 7361631.063282508, 8228.491350319187], [9228390.947438868, 7361627.480296807, 8244.694546714594], [9228417.819831625, 7361626.883132525, 8260.087155934685], [9228438.720581546, 7361623.897311106, 8272.17774692722], [9228456.038345767, 7361621.508653972, 8282.188873085508], [9228481.119245674, 7361617.925668271, 8296.697582277093], [9228503.811488446, 7361610.162532587, 8310.431982764403], [9228525.906566935, 7361605.385218319, 8323.377387065704], [9228540.83567402, 7361601.205068332, 8332.255536927447], [9228558.750602525, 7361600.010739765, 8342.537516544855], [9228582.637173863, 7361601.802232616, 8356.254876826602], [9228601.746430933, 7361605.9823826, 8367.456794699588], [9228614.88404517, 7361610.759696868, 8375.462190381339], [9228628.61882369, 7361619.71716112, 8384.852462899842], [9228641.159273643, 7361643.006568176, 8400]]]",201416182,33407,ул Большая,50-401 377 ОП МГ 06002,06002,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,II,Обычная автомобильная дорога (нескоростная автомобильная дорога),8.4,0+000,8+400,[6000],6000.0,"[3600, 8800, 13800]",3600.0,8800.0,13800.0,"[1, 2, 4, 6]",1.0,"[40, 60]",40.0,Автомобильные дороги местного значения
43009,1414194,1414194,Ул. Писарева - ул. Железнодорожная - ул. Дмитрия Шамшурина,0.0,3.93,3.93,3.937,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9232941.5106, 7371730.924400002, 0], [9232743.8492, 7371712.412299998, 113.72454552814246], [9232700.2562, 7371714.800999999, 138.7339726227792], [9231743.001899999, 7371567.898599997, 693.5103568827257], [9231513.6908, 7371532.068700001, 826.4635655921888], [9231406.7984, 7371513.556599997, 888.6076653235693], [9230038.695, 7371300.9661, 1681.7221504580943], [9229707.866, 7371251.401500002, 1873.3504732639503], [9229654.121199999, 7371237.069600001, 1905.2136877801731], [9229131.0053, 7370995.218000002, 2235.353693652403], [9228910.651700001, 7370890.714299999, 2375.057911478331], [9228874.2247, 7370873.396499999, 2398.1629869463586], [9228818.091200002, 7370872.202200003, 2430.3259731082853], [9228775.6926, 7370881.159599997, 2455.1498413826266], [9228745.2372, 7370874.590800002, 2472.9972072058904], [9228724.336399999, 7370853.690099999, 2489.929385636449], [9228719.559099998, 7370831.594999999, 2502.878892607835], [9228707.6158, 7370809.499899998, 2517.2666847175487], [9228677.160500001, 7370786.210500002, 2539.22924829605], [9228631.776, 7370761.726800002, 2568.7693392933106], [9228298.5583, 7370590.937799998, 2783.263016375883], [9227936.079599999, 7370404.025399998, 3016.886994416214], [9227891.889400002, 7370381.930299997, 3045.1889823575343], [9227829.187199999, 7370332.962800004, 3090.7629269250187], [9227798.134599999, 7370300.118799999, 3116.655149591625], [9227722.8919, 7370158.590899996, 3208.473953611259], [9227693.0337, 7370062.447400004, 3266.143914804719], [9227675.715999998, 7369947.194700003, 3332.906818740534], [9227667.355700001, 7369797.306500003, 3418.9027536463564], [9227678.104600001, 7369633.683499999, 3512.8351537803987], [9227694.825199999, 7369561.426600002, 3555.3208268411095], [9227730.6551, 7369492.155500002, 3599.9962535702166], [9227839.339000002, 7369252.0955, 3750.950012349628], [9227853.073800001, 7369221.640100002, 3770.088267107192], [9227952.203000002, 7368960.679300003, 3930]]]",201995619,612840,Ул. Писарева - ул. Железнодорожная - ул. Дмитрия Шамшурина,50-401 ОП МГ 00012,00012,Новосибирская область,г Новосибирск,,Мэрия города Новосибирска,,Обычная автомобильная дорога (нескоростная автомобильная дорога),3.93,0+000,3+930,,,,,,,,,,,Автомобильные дороги местного значения
4441623,374729595,374729598,ул. Енисейская,0.0,0.16,0.16,0.167,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9229155.032403791, 7369175.252417281, 0], [9229301.337653244, 7368923.846253937, 160]]]",374729596,374729597,ул. Енисейская,50-401 368 ОП МГ 02054,02054,,,,Мэрия города Новосибирска,,,0.16,0+000,0+160,,,,,,,,,,,Автомобильные дороги местного значения
4419018,374728775,374728778,ул. 1-я Клиническая,0.0,0.3,0.3,0.159,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9231967.106216723, 7374693.0190504985, 0], [9231978.452338109, 7374748.555328862, 61.20506510368181], [9231982.632488092, 7374771.247571634, 86.1197198082242], [9231985.021145226, 7374787.371007288, 103.71933227923822], [9231993.978609478, 7374812.451907194, 132.4762516875749], [9232022.045330802, 7374853.656242754, 186.30835611776834], [9232033.391452188, 7374870.376842692, 208.12699789780018], [9232038.76593074, 7374888.291771196, 228.32272401622157], [9232035.18294504, 7374954.577006662, 299.99999999999994]]]",374728776,374728777,ул. 1-я Клиническая,50-401 372 ОП МГ 03080,03080,,,,Мэрия города Новосибирска,,,0.3,0+000,0+300,,,,,,,,,,,Автомобильные дороги местного значения
4224194,178286,178286,ул Красина,0.0,2.07,2.07,2.073,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9234982.476192126, 7372242.869345362, 0], [9234988.447834961, 7372238.092031095, 4.375981048649384], [9234996.210970646, 7372227.343073992, 11.963101312286419], [9235000.988284914, 7372207.039488354, 23.898403624369266], [9235015.320227727, 7372104.924395879, 82.90295071759715], [9235043.984113336, 7371931.74675367, 183.34612579658722], [9235068.845753849, 7371772.989277201, 275.2968041820129], [9235108.646844003, 7371512.270069968, 426.21277415386095], [9235142.123368487, 7371304.843457571, 546.4413522134028], [9235164.218446976, 7371162.1211938225, 629.0821153865272], [9235222.581050154, 7370782.00571633, 849.1389780639832], [9235242.884635797, 7370659.587038215, 920.1457641987931], [9235297.862577742, 7370308.454439537, 1123.5172343986262], [9235345.038556132, 7369994.943190707, 1304.93292847207], [9235341.455570431, 7369963.293483683, 1323.1590660365146], [9235349.755146263, 7369902.99094981, 1357.9904006243246], [9235363.489924783, 7369831.928400076, 1399.4060434318444], [9235386.93656299, 7369672.44427847, 1491.6462907169212], [9235416.197612878, 7369502.849621961, 1590.1248369305074], [9235454.809220187, 7369261.587726901, 1729.9354532751863], [9235481.08444866, 7369090.798741825, 1828.8133548053595], [9235504.971019996, 7368945.090656658, 1913.3027144703583], [9235531.668589959, 7368766.779811521, 2016.4722767577425], [9235535.848739943, 7368735.130104497, 2034.7400083002638], [9235540.028889928, 7368717.215175993, 2045.2665718022567], [9235545.403368479, 7368699.897411772, 2055.642309139494], [9235553.166504163, 7368688.551290385, 2063.5089883959704], [9235564.295071749, 7368686.352811429, 2070]]]",201415522,32747,ул Красина,50-401 364 ОП МГ 01019,01019,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,II,Обычная автомобильная дорога (нескоростная автомобильная дорога),2.07,0+000,2+070,[6000],6000.0,[3600],3600.0,,,"[2, 4]",2.0,[60],60.0,Автомобильные дороги местного значения
4228137,176167,176167,ул Челюскинцев,0.0,1.0,1.0,1.017,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9228170.406874577, 7369022.12417323, 0], [9229333.08573451, 7369728.569520584, 767.6022400963052]], [[9229477.599491112, 7369815.755505972, 767.6022400963052], [9229744.12227115, 7369964.449412555, 939.7987457340744], [9229845.64019934, 7369997.293448146, 1000]]]",201413838,31063,ул Челюскинцев,50-401 ОП МГ 00010,00010,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,IВ,Обычная автомобильная дорога (нескоростная автомобильная дорога),1.0,0+000,1+000,[14000],14000.0,[13200],13200.0,,,"[6, 8]",6.0,[60],60.0,Автомобильные дороги местного значения
4137992,374725523,374725528,"Дорога за зданием театра (Красный проспект, 36)",0.0,0.34,0.34,0.34,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9231253.995885475, 7367971.396553786, 0], [9231281.465442514, 7367956.467446699, 17.94450958166072], [9231299.38037102, 7367937.3581896275, 32.978684879189466], [9231318.48962809, 7367912.277289721, 51.07638804048647], [9231331.030078042, 7367884.210568398, 68.72050844977446], [9231338.793213729, 7367837.631754287, 95.82375340928779], [9231350.139335103, 7367755.820247448, 143.22988971969372], [9231356.708142221, 7367707.449940487, 171.24744977885143], [9231359.693963638, 7367682.3690405805, 185.74458688368065], [9231361.485456489, 7367656.093812107, 200.86058672766825], [9231356.708142221, 7367644.150526438, 208.24364108994357], [9231343.570527984, 7367631.012912202, 218.90750894140018], [9231328.641420897, 7367622.652612233, 228.7283493679058], [9231298.18604244, 7367617.875297965, 246.42233550257012], [9231234.289464109, 7367610.11216228, 283.3662373706943], [9231190.696471414, 7367603.543355161, 308.66943031190897], [9231168.601392925, 7367598.766040893, 321.644215343821], [9231150.686464421, 7367592.794398058, 332.4829123517962], [9231141.72900017, 7367583.239769523, 340]]]",374725524,374725525,"Дорога за зданием театра (Красный проспект, 36)",50-401 386 ОП МГ 10049,10049,Новосибирская область,,г.о. город Новосибирск,Мэрия города Новосибирска,V,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.34,0+000,0+340,[200],200.0,[1800],1800.0,,,[1],1.0,[60],60.0,Автомобильные дороги местного значения
4223044,180189,180189,ул Воинская,0.0,2.85,2.85,2.858,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9238698.844342247, 7364434.430187802, 0], [9238629.194707137, 7364422.090912467, 40.501837532866936], [9238590.976192994, 7364425.673898167, 62.481405961610015], [9238557.53499312, 7364438.214348121, 82.93164903339725], [9238537.845815469, 7364443.136642533, 94.55248113812372], [9238491.249757653, 7364463.89241231, 123.76024937127625], [9238341.958686784, 7364555.855711966, 224.1600705411485], [9238255.756762806, 7364656.028446965, 299.83182584698966], [9235290.754900001, 7366800.138899997, 2394.9583750154957], [9235274.631499998, 7366780.432499997, 2409.5376281588806], [9234757.4872, 7367092.1523, 2755.2842578188092], [9234751.5156, 7367102.901199996, 2762.3250161015444], [9234747.9183, 7367115.406800002, 2769.775987594994], [9234749.0315, 7367128.418899998, 2777.253826143333], [9234754.486200001, 7367143.373199999, 2786.3683816488856], [9234814.375999998, 7367236.983499996, 2850]]]",201417081,34306,ул Воинская,50-401 379 ОП МГ 07002, 07002,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,III,Обычная автомобильная дорога (нескоростная автомобильная дорога),2.85,0+000,2+850,[6000],6000.0,[3600],3600.0,,,[2],2.0,[60],60.0,Автомобильные дороги местного значения
4224762,179010,179010,ул Народная,0.0,3.0,3.0,3.007,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9236154.9967, 7377676.941100001, 0], [9235864.564100001, 7377416.738899998, 222.9743091873198], [9234640.160999998, 7376307.379199997, 1167.7340833080123], [9233454.3858, 7375244.642399996, 2078.2385572026933], [9233437.6879, 7375218.202200003, 2096.1199262492983], [9233428.8937, 7375195.844700001, 2109.857632077491], [9233373.456500001, 7374996.963500001, 2227.9155464097153], [9233364.3283, 7374970.135300003, 2244.1198758752153], [9233349.856800001, 7374947.584200002, 2259.441603513849], [9232385.496100001, 7374083.108400002, 3000]]]",201416121,33346,ул Народная,50-401 373 ОП МГ 04018,04018,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,IV,Обычная автомобильная дорога (нескоростная автомобильная дорога),3.0,0+000,3+000,[2000],2000.0,[3600],3600.0,,,[2],2.0,"[20, 40, 60]",20.0,Автомобильные дороги местного значения
4227205,175881,175881,ул Сибирская,0.0,0.84,0.84,0.844,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9229960.680081144, 7369245.296416034, 0], [9229806.5574, 7369220.3508, 89.17076660117938], [9229780.1747, 7369207.140900001, 106.02220457625181], [9228712.064199999, 7368577.560900003, 814.1474787007056], [9228679.04004719, 7368546.604088516, 840]]]",201413635,30860,ул Сибирская,50-401 368 ОП МГ 02005,02005,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,IV,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.84,0+000,0+840,[2000],2000.0,[3600],3600.0,,,[2],2.0,[60],60.0,Автомобильные дороги местного значения
4228345,178821,178821,ул Щетинкина,0.0,1.05,1.05,1.06,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9229133.5198, 7367083.362099998, 0], [9229175.821199998, 7367087.246299997, 24.179102759015006], [9229417.4958, 7367121.815700002, 163.13962810863742], [9229422.7278, 7367122.592600003, 166.15031743375587], [9229443.7672, 7367125.894199997, 178.27242633908847], [9229454.565200001, 7367127.836300001, 184.5172303257046], [9229528.0361, 7367140.265799999, 226.9308389025937], [9229545.5132, 7367143.373199999, 237.03475902586078], [9229662.6213, 7367163.376900002, 304.6577449589085], [9229682.324900001, 7367166.678499997, 316.02932428680924], [9229733.531800002, 7367175.418099999, 345.5975787020583], [9229787.744399998, 7367184.7403, 376.9080962374636], [9229842.4023, 7367194.256700002, 408.4872125040843], [9229857.8757, 7367196.975599997, 417.4295521522493]], [[9230723.04628681, 7367349.036300411, 417.42955215224936], [9230863.379893428, 7367369.937050333, 498.1880222216191], [9231029.391564233, 7367396.809443089, 593.9112526716829], [9231141.061285244, 7367408.155564476, 657.8005230444107], [9231185.251442222, 7367407.558400192, 682.9557059915], [9231378.135505782, 7367436.222285804, 793.9503246901342], [9231594.308976403, 7367463.094678561, 917.9425790916684]], [[9232052.193075426, 7367541.023270464, 917.9425790916684], [9232281.90193357, 7367573.595484832, 1050]]]",201415987,33212,ул Щетинкина,50-401 368 ОП МГ 02008; 50-401 386 ОП МГ 10021,10021,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,IV,Обычная автомобильная дорога (нескоростная автомобильная дорога),1.05,0+000,1+050,[2000],2000.0,[3600],3600.0,,,[2],2.0,[60],60.0,Автомобильные дороги местного значения
4224468,177613,177613,ул Лермонтова,0.0,0.63,0.63,0.624,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9230690.322900001, 7370463.150700003, 0], [9230720.8244, 7370467.619499996, 17.85948579199535], [9231098.197500002, 7370528.239500001, 239.2908260620964], [9231127.251899999, 7370532.902599998, 256.3387090221548], [9231147.2894, 7370535.428499997, 268.03916974284016], [9231248.3675, 7370548.640600003, 327.09621777474155], [9231267.1805, 7370551.166500002, 338.0932008707966], [9231287.4406, 7370553.886600003, 349.9360671156087], [9231294.119800001, 7370554.858099997, 353.8463344102367], [9231351.004, 7370563.0185, 387.13918954667207], [9231423.473000001, 7370574.8706, 429.6813999467418], [9231441.952100001, 7370577.785099998, 440.51947675943154], [9231563.179000001, 7370596.437600002, 511.57793913157644], [9231583.439100001, 7370599.546400003, 523.4528679714468]], [[9232058.041205874, 7370680.319179447, 523.4528679714468], [9231875.792322189, 7370655.655225202, 630]]]",201414912,32137,ул Лермонтова,50-401 386 ОП МГ 10007,10007,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,III,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.63,0+000,0+630,[6000],6000.0,[3600],3600.0,,,"[1, 2]",1.0,"[40, 60]",40.0,Автомобильные дороги местного значения
4227588,177048,177048,ул Татарская,0.0,0.47,0.47,0.472,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9232338.532557992, 7371835.192744168, 0], [9232371.973757867, 7371614.839123564, 127.26759721625326], [9232392.874507794, 7371480.867829435, 204.69357801592088], [9232411.386600582, 7371365.615122723, 271.3489999709514], [9232421.538393402, 7371304.704365808, 306.6101722510368]], [[9232613.694188042, 7370025.586920408, 306.6101722510368], [9232638.775087949, 7369863.755399586, 400.1228129035274]], [[9232882.966895813, 7368950.966127897, 400.1228129035274], [9232899.68749575, 7368829.74177835, 470.00000000000006]]]",201414523,31748,ул Татарская,50-401 386 ОП МГ 10027,10027,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,III,Обычная автомобильная дорога (нескоростная автомобильная дорога),0.47,0+000,0+470,[2000],2000.0,[3600],3600.0,,,[2],2.0,[60],60.0,Автомобильные дороги местного значения
3998721,374731989,374731993,ул. Юннатов,0.0,1.0,1.0,0.997,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9227419.96461828, 7377212.991430051, 0], [9227376.371625587, 7376971.139895243, 141.09036338314223], [9227332.77863289, 7376725.10821045, 284.5432228415162], [9227285.00549021, 7376452.204132899, 443.60659813998745], [9227246.786976065, 7376207.366776675, 585.8758841741995], [9227195.425604373, 7375856.748535594, 789.3226166472559], [9227356.65996091, 7375527.113851113, 1000]]]",374731990,374731991,ул. Юннатов,50-401 372 ОП МГ 03195,03195,Новосибирская область,,г.о. город Новосибирск,Мэрия города Новосибирска,V,Обычная автомобильная дорога (нескоростная автомобильная дорога),1.0,0+000,1+000,[200],200.0,[3600],3600.0,,,[1],1.0,[60],60.0,Автомобильные дороги местного значения
4293883,179150,179150,проезд Энергетиков,0.0,2.702,2.702,2.712,Автомобильные дороги местного значения,83719,MultiLineString,"[[[9225142.769724373, 7361522.6271075215, 0], [9225065.13836749, 7362668.585367515, 656.6901712057055], [9225065.13836749, 7362711.581195925, 681.2725431759949], [9225066.332696058, 7362746.81388865, 701.42800161669], [9225077.081653161, 7362808.321809849, 737.1274054462576], [9225087.233445974, 7362847.734652558, 760.3967499104244], [9225136.798081502, 7363017.92647335, 861.7444150758084], [9225195.917345561, 7363207.824715492, 975.4563391713675], [9225219.8039169, 7363277.69293666, 1017.6727035668487], [9225237.718845405, 7363319.494436503, 1043.6746156961174], [9225258.619595325, 7363361.89310063, 1070.7009089455407], [9225285.491988081, 7363412.652064726, 1103.5378093621189], [9225317.738859383, 7363462.216700257, 1137.3454675275723], [9225347.597073559, 7363506.4068572335, 1167.8373236719153], [9225386.412751984, 7363555.374328479, 1203.5628402623925], [9225474.195901655, 7363649.129120985, 1276.9947318056693], [9225659.219923103, 7363853.665750951, 1434.6838284875835], [9225912.234630896, 7364129.9698658, 1648.8839797533337], [9226326.069479346, 7364580.828899826, 1998.7828955325901], [9226576.36456249, 7364854.181247719, 2210.688306409961], [9226711.323690554, 7365002.277990021, 2325.2453802143596], [9226849.268640038, 7365153.360553741, 2442.214128333322], [9227049.318674998, 7365368.936860077, 2610.3608281399934], [9227156.211081741, 7365488.369716773, 2702]]]",201416214,33439,проезд Энергетиков,50-401 ОП МГ 00001,00001,Новосибирская область,г Новосибирск,г.о. город Новосибирск,Мэрия города Новосибирска,IВ,Обычная автомобильная дорога (нескоростная автомобильная дорога),2.702,0+000,2+702,[14000],14000.0,[13200],13200.0,,,[6],6.0,[60],60.0,Автомобильные дороги местного значения
